Year,Model,Price,Exterior_Color,Drivetrain,Fuel_Type,Engine,Mileage,Seller_Type
2022,Civic Sport Touring,"$31,540 ",Silver,FWD,Gasoline,1.5L Turbo,1,Dealer
2022,Accord EX-L 1.5T,"$32,995 ",Silver,FWD,Gasoline,1.5L Turbo,4624,Dealer
2022,Civic Si Base (M6),"$33,475 ",Silver,FWD,Gasoline,1.5L Turbo,3487,Dealer
2022,Accord LX 1.5T,"$27,488 ",Silver,FWD,Gasoline,1.5L Turbo,14073,Dealer
2022,CR-V EX,"$34,998 ",Silver,FWD,Gasoline,1.5L Turbo,4299,Dealer
2022,Civic Touring,"$30,992 ",Silver,FWD,Gasoline,1.5L Turbo,21250,Dealer
2022,Accord Sport 1.5T,"$30,075 ",Silver,FWD,Gasoline,1.5L Turbo,3,Dealer
2022,Accord Sport 1.5T,"$32,297 ",Silver,FWD,Gasoline,1.5L Turbo,3617,Dealer
2022,Accord Sport 1.5T,"$32,712 ",Silver,FWD,Gasoline,1.5L Turbo,4062,Dealer
2022,Civic Sport Touring,"$31,145 ",Silver,FWD,Gasoline,1.5L Turbo,–,Dealer
2022,Accord Sport 1.5T,"$29,795 ",Silver,FWD,Gasoline,1.5L Turbo,10010,Dealer
2022,Accord Sport 1.5T,"$30,470 ",Silver,FWD,Gasoline,1.5L Turbo,255,Dealer
2022,Accord Sport 1.5T,"$30,470 ",Silver,FWD,Gasoline,1.5L Turbo,6,Dealer
2022,Accord Sport 1.5T,"$29,375 ",Silver,FWD,Gasoline,1.5L Turbo,6,Dealer
2022,Accord Sport 1.5T,"$30,470 ",Silver,FWD,Gasoline,1.5L Turbo,5471,Dealer
2022,Accord Sport 1.5T,"$32,470 ",Silver,FWD,Gasoline,1.5L Turbo,4,Dealer
2022,Accord Sport 1.5T,"$30,470 ",Silver,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,Accord Sport SE,"$31,960 ",Silver,FWD,Gasoline,1.5L Turbo,–,Dealer
2022,Accord Sport SE,"$31,960 ",Silver,FWD,Gasoline,1.5L Turbo,–,Dealer
2022,Civic Si Base,"$31,400 ",Silver,FWD,Gasoline,1.5L Turbo,22174,Dealer
2022,Accord Sport 1.5T,"$29,970 ",Silver,FWD,Gasoline,1.5L Turbo,10,Dealer
2022,Accord Sport 1.5T,"$30,470 ",Silver,FWD,Gasoline,1.5L Turbo,10,Dealer
2022,Accord Sport SE,"$31,960 ",Silver,FWD,Gasoline,1.5L Turbo,0,Dealer
2022,Civic Si Base,"$31,943 ",Silver,FWD,Gasoline,1.5L Turbo,15350,Dealer
2022,Accord Sport 1.5T,"$30,470 ",Silver,FWD,Gasoline,1.5L Turbo,3,Dealer
2022,Accord Sport 1.5T,"$30,470 ",Silver,FWD,Gasoline,1.5L Turbo,–,Dealer
2022,Accord Sport 1.5T,"$29,314 ",Silver,FWD,Gasoline,1.5L Turbo,5391,Dealer
2022,Civic Si Base,"$28,773 ",Silver,FWD,Gasoline,1.5L Turbo,14077,Dealer
2022,Civic Si Base,"$33,000 ",Silver,FWD,Gasoline,1.5L Turbo,2269,Dealer
2022,Accord Sport SE,"$31,960 ",Silver,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,Accord Sport 1.5T,"$30,470 ",Silver,FWD,Gasoline,1.5L Turbo,2,Dealer
2022,Accord Sport 1.5T,"$30,470 ",Silver,FWD,Gasoline,1.5L Turbo,3,Dealer
2022,Accord Sport 1.5T,"$30,470 ",Silver,FWD,Gasoline,1.5L Turbo,10,Dealer
2022,Accord Sport 1.5T,"$29,371 ",Silver,FWD,Gasoline,1.5L Turbo,9,Dealer
2022,Accord Sport 1.5T,"$30,470 ",Silver,FWD,Gasoline,1.5L Turbo,1388,Dealer
2022,Civic Sport Touring,"$31,739 ",Silver,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,Accord Sport SE,"$30,960 ",Silver,FWD,Gasoline,1.5L Turbo,2,Dealer
2022,Accord Sport 1.5T,"$30,470 ",Silver,FWD,Gasoline,1.5L Turbo,14,Dealer
2022,Accord Sport 1.5T,"$30,470 ",Silver,FWD,Gasoline,1.5L Turbo,–,Dealer
2022,CR-V LX,"$28,045 ",White,FWD,Gasoline,1.5L Turbo,10,Dealer
2022,Accord LX 1.5T,"$26,975 ",White,FWD,Gasoline,1.5L Turbo,19481,Dealer
2022,Civic EX-L,"$28,740 ",White,FWD,Gasoline,1.5L Turbo,10,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,–,Dealer
2022,Civic Si Base,"$30,724 ",White,FWD,Gasoline,1.5L Turbo,16965,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,–,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,10,Dealer
2022,Civic Si Base,"$28,990 ",White,FWD,Gasoline,1.5L Turbo,3,Dealer
2022,CR-V EX,"$29,485 ",White,FWD,Gasoline,1.5L Turbo,11,Dealer
2022,Accord Sport 1.5T,"$29,720 ",White,FWD,Gasoline,1.5L Turbo,8,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,Accord Sport 1.5T,"$32,465 ",White,FWD,Gasoline,1.5L Turbo,1,Dealer
2022,Accord Sport 1.5T,"$28,988 ",White,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,CR-V EX,"$30,950 ",White,FWD,Gasoline,1.5L Turbo,2,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,3,Dealer
2022,Accord Sport 1.5T,"$28,652 ",White,FWD,Gasoline,1.5L Turbo,3,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,49,Dealer
2022,Accord Sport SE,"$31,960 ",White,FWD,Gasoline,1.5L Turbo,3,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,–,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,1,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,3,Dealer
2022,Accord Sport 1.5T,"$29,375 ",White,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,29,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,6,Dealer
2022,Accord Sport 1.5T,"$32,465 ",White,FWD,Gasoline,1.5L Turbo,3,Dealer
2022,Accord Sport 1.5T,"$29,200 ",White,FWD,Gasoline,1.5L Turbo,–,Dealer
2022,Accord Sport 1.5T,"$29,200 ",White,FWD,Gasoline,1.5L Turbo,–,Dealer
2022,Civic Sport Touring,"$28,500 ",White,FWD,Gasoline,1.5L Turbo,12908,Dealer
2022,Accord Sport 1.5T,"$27,423 ",White,FWD,Gasoline,1.5L Turbo,11,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,8,Dealer
2022,Accord Sport 1.5T,"$29,766 ",White,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,Accord Sport SE,"$31,960 ",White,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,Accord Sport 1.5T,"$29,470 ",White,FWD,Gasoline,1.5L Turbo,2,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,Accord Sport 1.5T,"$28,470 ",White,FWD,Gasoline,1.5L Turbo,0,Dealer
2022,Accord Sport SE,"$31,960 ",White,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,Accord LX 1.5T,"$27,821 ",White,FWD,Gasoline,1.5L Turbo,4305,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,11,Dealer
2022,Accord Sport 1.5T,"$29,555 ",White,FWD,Gasoline,1.5L Turbo,3203,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,3,Dealer
2022,Accord Sport 1.5T,"$28,497 ",White,FWD,Gasoline,1.5L Turbo,3687,Dealer
2022,Accord Sport 1.5T,"$29,470 ",White,FWD,Gasoline,1.5L Turbo,9,Dealer
2022,Accord Sport 1.5T,"$29,200 ",White,FWD,Gasoline,1.5L Turbo,–,Dealer
2022,Accord Sport SE,"$31,960 ",White,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,Accord Sport 1.5T,"$29,470 ",White,FWD,Gasoline,1.5L Turbo,12,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,10,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,1,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,3,Dealer
2022,Accord Sport 1.5T,"$31,318 ",White,FWD,Gasoline,1.5L Turbo,5618,Dealer
2022,CR-V EX-L,"$33,540 ",White,FWD,Gasoline,1.5L Turbo,4,Dealer
2022,Accord Sport 1.5T,"$29,970 ",White,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,Accord Sport 1.5T,"$29,449 ",White,FWD,Gasoline,1.5L Turbo,5350,Dealer
2022,Accord Sport 1.5T,"$35,777 ",White,FWD,Gasoline,1.5L Turbo,2439,Dealer
2022,Accord Sport 1.5T,"$27,961 ",White,FWD,Gasoline,1.5L Turbo,12,Dealer
2022,Accord Sport 1.5T,"$29,766 ",White,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,3,Dealer
2022,Accord Sport 1.5T,"$29,371 ",White,FWD,Gasoline,1.5L Turbo,8,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,1,Dealer
2022,Civic EX-L,"$28,990 ",White,FWD,Gasoline,1.5L Turbo,12972,Dealer
2022,Civic EX,"$25,950 ",White,FWD,Gasoline,1.5L Turbo,15716,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,2,Dealer
2022,Accord Sport 1.5T,"$29,977 ",White,FWD,Gasoline,1.5L Turbo,1442,Dealer
2022,Accord Sport 1.5T,"$29,470 ",White,FWD,Gasoline,1.5L Turbo,3,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,2,Dealer
2022,CR-V Special Edition,"$31,935 ",White,FWD,Gasoline,1.5L Turbo,3589,Dealer
2022,Accord Sport 1.5T,"$28,981 ",White,FWD,Gasoline,1.5L Turbo,8,Dealer
2022,Civic Sport Touring,"$29,835 ",White,FWD,Gasoline,1.5L Turbo,12952,Dealer
2022,Accord Sport 1.5T,"$28,970 ",White,FWD,Gasoline,1.5L Turbo,3,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,35,Dealer
2022,Accord Sport 1.5T,"$26,999 ",White,FWD,Gasoline,1.5L Turbo,2,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,4,Dealer
2022,CR-V EX-L,"$31,986 ",White,FWD,Gasoline,1.5L Turbo,6735,Dealer
2022,Civic EX-L,"$28,740 ",White,FWD,Gasoline,1.5L Turbo,15,Dealer
2022,Civic EX,"$28,590 ",White,FWD,Gasoline,1.5L Turbo,5707,Individual
2022,Accord Sport SE,"$29,925 ",White,FWD,Gasoline,1.5L Turbo,22906,Dealer
2022,Civic Si Base,"$30,888 ",Yellow,FWD,Gasoline,1.5L Turbo,15102,Dealer
2023,CR-V EX-L,"$35,005 ",Black,FWD,Gasoline,1.5L Turbo,15,Dealer
2023,Civic Si Base,"$29,195 ",Black,FWD,Gasoline,1.5L Turbo,11,Dealer
2023,CR-V EX-L,"$35,555 ",Black,FWD,Gasoline,1.5L Turbo,15,Dealer
2023,Civic EX,"$26,597 ",Black,FWD,Gasoline,1.5L Turbo,6,Dealer
2023,CR-V EX-L,"$35,005 ",Black,FWD,Gasoline,1.5L Turbo,23,Dealer
2023,CR-V EX-L,"$35,005 ",Black,FWD,Gasoline,1.5L Turbo,10,Dealer
2023,Civic Si Base,"$29,195 ",Black,FWD,Gasoline,1.5L Turbo,6,Dealer
2023,CR-V EX-L,"$35,555 ",Black,FWD,Gasoline,1.5L Turbo,5,Dealer
2023,Civic Touring,"$31,145 ",Black,FWD,Gasoline,1.5L Turbo,40,Dealer
2023,Civic Sport Touring,"$31,645 ",Black,FWD,Gasoline,1.5L Turbo,40,Dealer
2023,Civic Si Base,"$34,595 ",Black,FWD,Gasoline,1.5L Turbo,4,Dealer
2023,Civic Si Base,"$29,595 ",Black,FWD,Gasoline,1.5L Turbo,6,Dealer
2023,Civic Si Base,"$29,595 ",Black,FWD,Gasoline,1.5L Turbo,10,Dealer
2023,CR-V EX-L,"$35,400 ",Black,FWD,Gasoline,1.5L Turbo,21,Dealer
2023,CR-V EX-L,"$35,391 ",Black,FWD,Gasoline,1.5L Turbo,12,Dealer
2023,CR-V EX,"$32,750 ",Blue,FWD,Gasoline,1.5L Turbo,–,Dealer
2023,Civic Si Base,"$29,195 ",Blue,FWD,Gasoline,1.5L Turbo,6,Dealer
2023,Civic EX,"$27,545 ",Blue,FWD,Gasoline,1.5L Turbo,1,Dealer
2023,Civic EX,"$27,545 ",Blue,FWD,Gasoline,1.5L Turbo,3,Dealer
2023,Civic Si Base,"$29,195 ",Blue,FWD,Gasoline,1.5L Turbo,4,Dealer
2023,Civic EX,"$26,645 ",Blue,FWD,Gasoline,1.5L Turbo,5,Dealer
2023,Civic Si Base,"$29,195 ",Blue,FWD,Gasoline,1.5L Turbo,4,Dealer
2023,Civic EX,"$27,545 ",Blue,FWD,Gasoline,1.5L Turbo,–,Dealer
2023,Civic Sport Touring,"$32,040 ",Blue,FWD,Gasoline,1.5L Turbo,2,Dealer
2023,CR-V EX-L,"$35,005 ",Blue,FWD,Gasoline,1.5L Turbo,11,Dealer
2023,CR-V EX-L,"$35,551 ",Blue,FWD,Gasoline,1.5L Turbo,12,Dealer
2023,Civic EX,"$27,540 ",Blue,FWD,Gasoline,1.5L Turbo,7,Dealer
2023,CR-V EX,"$32,750 ",Blue,FWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX-L,"$35,005 ",Blue,FWD,Gasoline,1.5L Turbo,12,Dealer
2023,CR-V EX-L,"$35,400 ",Blue,FWD,Gasoline,1.5L Turbo,5,Dealer
2023,Civic Si Base,"$29,650 ",Red,FWD,Gasoline,1.5L Turbo,20,Dealer
2023,CR-V EX-L,"$38,940 ",Red,FWD,Gasoline,1.5L Turbo,0,Dealer
2023,CR-V EX-L,"$35,400 ",Red,FWD,Gasoline,1.5L Turbo,–,Dealer
2023,CR-V EX,"$32,750 ",Red,FWD,Gasoline,1.5L Turbo,9,Dealer
2023,CR-V EX,"$32,750 ",Red,FWD,Gasoline,1.5L Turbo,0,Dealer
2023,CR-V EX-L,"$35,400 ",Red,FWD,Gasoline,1.5L Turbo,13,Dealer
2023,CR-V EX,"$32,750 ",Red,FWD,Gasoline,1.5L Turbo,15,Dealer
2023,Civic EX,"$27,145 ",Red,FWD,Gasoline,1.5L Turbo,12,Dealer
2023,Civic Touring,"$30,745 ",Red,FWD,Gasoline,1.5L Turbo,12,Dealer
2023,Civic EX,"$26,645 ",Red,FWD,Gasoline,1.5L Turbo,5,Dealer
2023,Civic Touring,"$30,745 ",Red,FWD,Gasoline,1.5L Turbo,7,Dealer
2023,Civic EX,"$27,145 ",Red,FWD,Gasoline,1.5L Turbo,15,Dealer
2023,CR-V EX-L,"$35,005 ",Silver,FWD,Gasoline,1.5L Turbo,256,Dealer
2023,CR-V EX-L,"$35,055 ",Silver,FWD,Gasoline,1.5L Turbo,22,Dealer
2023,Civic EX,"$32,998 ",Silver,FWD,Gasoline,1.5L Turbo,1436,Dealer
2023,CR-V EX-L,"$39,636 ",Silver,FWD,Gasoline,1.5L Turbo,0,Dealer
2023,Civic EX,"$27,545 ",Silver,FWD,Gasoline,1.5L Turbo,5,Dealer
2023,Civic EX,"$27,040 ",Silver,FWD,Gasoline,1.5L Turbo,3,Dealer
2023,CR-V EX,"$32,905 ",Silver,FWD,Gasoline,1.5L Turbo,4,Dealer
2023,CR-V EX-L,"$35,005 ",Silver,FWD,Gasoline,1.5L Turbo,25,Dealer
2023,CR-V EX-L,"$35,005 ",Silver,FWD,Gasoline,1.5L Turbo,2,Dealer
2023,Civic EX,"$31,472 ",Silver,FWD,Gasoline,1.5L Turbo,2,Dealer
2023,Civic EX,"$27,145 ",Silver,FWD,Gasoline,1.5L Turbo,14,Dealer
2023,Civic Sport Touring,"$31,545 ",Silver,FWD,Gasoline,1.5L Turbo,8,Dealer
2023,CR-V EX-L,"$35,005 ",Silver,FWD,Gasoline,1.5L Turbo,1,Dealer
2023,Civic Touring,"$34,145 ",Silver,FWD,Gasoline,1.5L Turbo,9,Dealer
2023,Civic Touring,"$31,145 ",Silver,FWD,Gasoline,1.5L Turbo,3,Dealer
2023,Civic EX-L,"$28,845 ",Silver,FWD,Gasoline,1.5L Turbo,40,Dealer
2023,Civic Sport Touring,"$32,045 ",Silver,FWD,Gasoline,1.5L Turbo,0,Dealer
2023,Civic Touring,"$30,745 ",Silver,FWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX-L,"$35,555 ",Silver,FWD,Gasoline,1.5L Turbo,4,Dealer
2023,Civic EX,"$27,600 ",Silver,FWD,Gasoline,1.5L Turbo,2,Dealer
2023,Civic EX,"$27,600 ",Silver,FWD,Gasoline,1.5L Turbo,10,Dealer
2023,Civic Touring,"$31,140 ",Silver,FWD,Gasoline,1.5L Turbo,–,Dealer
2023,CR-V EX-L,"$37,000 ",Silver,FWD,Gasoline,1.5L Turbo,12,Dealer
2023,CR-V EX-L,"$35,005 ",Silver,FWD,Gasoline,1.5L Turbo,362,Dealer
2023,Civic EX-L,"$28,845 ",Silver,FWD,Gasoline,1.5L Turbo,–,Dealer
2023,Civic EX-L,"$29,700 ",Silver,FWD,Gasoline,1.5L Turbo,4,Dealer
2023,Civic EX-L,"$29,240 ",Silver,FWD,Gasoline,1.5L Turbo,150,Dealer
2023,Civic Si Base,"$30,050 ",Silver,FWD,Gasoline,1.5L Turbo,0,Dealer
2023,Civic Sport Touring,"$32,040 ",Silver,FWD,Gasoline,1.5L Turbo,498,Dealer
2023,Civic Touring,"$31,140 ",Silver,FWD,Gasoline,1.5L Turbo,10,Dealer
2023,Civic Sport Touring,"$32,500 ",Silver,FWD,Gasoline,1.5L Turbo,5,Dealer
2023,Civic Touring,"$31,100 ",Silver,FWD,Gasoline,1.5L Turbo,–,Dealer
2023,CR-V EX-L,"$36,148 ",Silver,FWD,Gasoline,1.5L Turbo,6,Dealer
2023,Civic Si Base,"$39,999 ",White,FWD,Gasoline,1.5L Turbo,12,Dealer
2023,Civic Si Base,"$39,999 ",White,FWD,Gasoline,1.5L Turbo,11,Dealer
2023,CR-V EX-L,"$37,508 ",White,FWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX-L,"$35,400 ",White,FWD,Gasoline,1.5L Turbo,5,Dealer
2023,Civic Si Base,"$29,590 ",White,FWD,Gasoline,1.5L Turbo,11,Dealer
2023,Civic Si Base,"$29,590 ",White,FWD,Gasoline,1.5L Turbo,29,Dealer
2023,CR-V EX-L,"$35,400 ",White,FWD,Gasoline,1.5L Turbo,10,Dealer
2023,Civic Sport Touring,"$32,500 ",White,FWD,Gasoline,1.5L Turbo,–,Dealer
2023,Civic EX,"$27,540 ",White,FWD,Gasoline,1.5L Turbo,3,Dealer
2023,Civic Si Base,"$29,590 ",White,FWD,Gasoline,1.5L Turbo,10,Dealer
2023,Civic EX,"$28,000 ",White,FWD,Gasoline,1.5L Turbo,3,Dealer
2023,Civic Si Base,"$29,590 ",White,FWD,Gasoline,1.5L Turbo,3,Dealer
2023,Civic Sport Touring,"$32,500 ",White,FWD,Gasoline,1.5L Turbo,4,Dealer
2023,CR-V EX-L,"$36,010 ",White,FWD,Gasoline,1.5L Turbo,3,Dealer
2023,Civic Si Base,"$29,590 ",White,FWD,Gasoline,1.5L Turbo,6,Dealer
2023,Civic Sport Touring,"$37,491 ",White,FWD,Gasoline,1.5L Turbo,9,Dealer
2023,Civic Sport Touring,"$32,040 ",White,FWD,Gasoline,1.5L Turbo,1,Dealer
2023,Civic Sport Touring,"$33,035 ",White,FWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX-L,"$34,901 ",White,FWD,Gasoline,1.5L Turbo,9,Dealer
2023,Civic Sport Touring,"$32,040 ",White,FWD,Gasoline,1.5L Turbo,–,Dealer
2023,Civic Sport Touring,"$32,500 ",White,FWD,Gasoline,1.5L Turbo,0,Dealer
2023,Civic EX,"$27,600 ",White,FWD,Gasoline,1.5L Turbo,6,Dealer
2023,CR-V EX-L,"$35,400 ",White,FWD,Gasoline,1.5L Turbo,4,Dealer
2023,CR-V EX-L,"$35,400 ",White,FWD,Gasoline,1.5L Turbo,9,Dealer
2023,CR-V EX-L,"$35,400 ",White,FWD,Gasoline,1.5L Turbo,13,Dealer
2023,Civic Sport Touring,"$32,500 ",White,FWD,Gasoline,1.5L Turbo,4,Dealer
2023,Civic Sport Touring,"$32,000 ",White,FWD,Gasoline,1.5L Turbo,12,Dealer
2023,Civic Si Base,"$29,590 ",White,FWD,Gasoline,1.5L Turbo,–,Dealer
2023,Civic Si Base,"$29,650 ",White,FWD,Gasoline,1.5L Turbo,–,Dealer
2023,CR-V EX-L,"$35,010 ",White,FWD,Gasoline,1.5L Turbo,0,Dealer
2023,CR-V EX-L,"$35,005 ",Yellow,FWD,Gasoline,1.5L Turbo,10,Dealer
2022,Accord Sport 1.5T,"$30,075 ",Black,FWD,Gasoline,1.5L Turbo,15,Dealer
2022,Accord Sport 1.5T,"$30,075 ",Black,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,Accord Sport 1.5T,"$29,075 ",Black,FWD,Gasoline,1.5L Turbo,0,Dealer
2022,Accord Sport 1.5T,"$30,470 ",Black,FWD,Gasoline,1.5L Turbo,3,Dealer
2022,Accord Sport 1.5T,"$29,375 ",Black,FWD,Gasoline,1.5L Turbo,–,Dealer
2022,Accord Sport SE,"$31,960 ",Black,FWD,Gasoline,1.5L Turbo,3,Dealer
2022,Accord Sport SE,"$31,960 ",Black,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,11,Dealer
2022,Civic Touring,"$30,245 ",Silver,FWD,Gasoline,1.5L Turbo,8,Dealer
2022,Accord Sport 1.5T,"$30,075 ",Silver,FWD,Gasoline,1.5L Turbo,3,Dealer
2022,Accord Sport 1.5T,"$30,075 ",Silver,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,Civic EX-L,"$28,740 ",Silver,FWD,Gasoline,1.5L Turbo,7,Dealer
2022,Accord Sport 1.5T,"$30,470 ",Silver,FWD,Gasoline,1.5L Turbo,7,Dealer
2022,Accord Sport 1.5T,"$30,470 ",Silver,FWD,Gasoline,1.5L Turbo,7,Dealer
2022,Accord Sport 1.5T,"$29,470 ",Silver,FWD,Gasoline,1.5L Turbo,0,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,3,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,2,Dealer
2022,Accord Sport SE,"$31,960 ",White,FWD,Gasoline,1.5L Turbo,10,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,5,Dealer
2022,Accord Sport 1.5T,"$29,470 ",White,FWD,Gasoline,1.5L Turbo,0,Dealer
2022,Accord Sport 1.5T,"$30,470 ",White,FWD,Gasoline,1.5L Turbo,0,Dealer
2023,Civic Si Base,"$29,595 ",Black,FWD,Gasoline,1.5L Turbo,12,Dealer
2023,Civic Si Base,"$29,195 ",Black,FWD,Gasoline,1.5L Turbo,3,Dealer
2023,Civic EX-L,"$29,245 ",Black,FWD,Gasoline,1.5L Turbo,0,Dealer
2023,Civic Si Base,"$29,595 ",Black,FWD,Gasoline,1.5L Turbo,3,Dealer
2023,Civic Si Base,"$29,595 ",Black,FWD,Gasoline,1.5L Turbo,–,Dealer
2023,Civic Si,"$34,195 ",Blue,FWD,Gasoline,1.5L Turbo,0,Dealer
2023,Civic Si Base,"$29,595 ",Blue,FWD,Gasoline,1.5L Turbo,6,Dealer
2023,Civic Si Base,"$29,595 ",Blue,FWD,Gasoline,1.5L Turbo,12,Dealer
2023,Civic Si Base,"$29,595 ",Blue,FWD,Gasoline,1.5L Turbo,0,Dealer
2023,Civic Sport Touring,"$32,500 ",Blue,FWD,Gasoline,1.5L Turbo,0,Dealer
2023,Civic Sport Touring,"$32,500 ",Blue,FWD,Gasoline,1.5L Turbo,–,Dealer
2023,Civic EX,"$27,545 ",Blue,FWD,Gasoline,1.5L Turbo,0,Dealer
2023,Civic Si Base,"$29,650 ",Red,FWD,Gasoline,1.5L Turbo,1,Dealer
2023,Civic Si Base,"$29,595 ",Red,FWD,Gasoline,1.5L Turbo,12,Dealer
2023,Civic Si Base,"$31,348 ",Silver,FWD,Gasoline,1.5L Turbo,3,Dealer
2023,Civic EX-L,"$31,745 ",Silver,FWD,Gasoline,1.5L Turbo,–,Dealer
2023,Civic EX,"$32,576 ",Silver,FWD,Gasoline,1.5L Turbo,0,Dealer
2023,Civic Si Base,"$29,195 ",Silver,FWD,Gasoline,1.5L Turbo,56,Dealer
2023,Civic Si Base,"$30,050 ",Silver,FWD,Gasoline,1.5L Turbo,2,Dealer
2023,Civic Si Base,"$30,050 ",Silver,FWD,Gasoline,1.5L Turbo,2,Dealer
2023,Civic Si Base,"$30,050 ",Silver,FWD,Gasoline,1.5L Turbo,12,Dealer
2023,Civic Si Base,"$39,999 ",Silver,FWD,Gasoline,1.5L Turbo,5,Dealer
2023,Civic Si Base,"$30,050 ",Silver,FWD,Gasoline,1.5L Turbo,–,Dealer
2023,Civic Si Base,"$30,050 ",Silver,FWD,Gasoline,1.5L Turbo,10,Dealer
2023,Civic Si Base,"$29,590 ",White,FWD,Gasoline,1.5L Turbo,3,Dealer
2023,Civic Sport Touring,"$32,500 ",White,FWD,Gasoline,1.5L Turbo,–,Dealer
2023,Civic EX,"$28,000 ",White,FWD,Gasoline,1.5L Turbo,5,Dealer
2023,CR-V EX-L,"$36,010 ",White,FWD,Gasoline,1.5L Turbo,4,Dealer
2023,CR-V EX-L,"$36,010 ",White,FWD,Gasoline,1.5L Turbo,2,Dealer
2023,Civic EX,"$28,000 ",White,FWD,Gasoline,1.5L Turbo,5,Dealer
2023,Civic Sport Touring,"$32,500 ",White,FWD,Gasoline,1.5L Turbo,0,Dealer
