Year,Model,Price,Exterior_Color,Drivetrain,Fuel_Type,Engine,Mileage,Seller_Type
2019,Passport Sport,"$27,295 ",Silver,AWD,Gasoline,V6 Cylinder Engine,26255,Dealer
2020,Pilot Elite,"$41,500 ",Silver,AWD,Gasoline,V6 Cylinder Engine,42433,Dealer
2020,Passport EX-L,"$33,995 ",Silver,AWD,Gasoline,V6 Cylinder Engine,34381,Dealer
2021,Passport EX-L,"$33,289 ",Black,AWD,Gasoline,V6 Cylinder Engine,35970,Dealer
2021,Passport Touring,"$37,995 ",Black,AWD,Gasoline,V6 Cylinder Engine,20746,Dealer
2021,Pilot EX-L,"$33,995 ",Black,AWD,Gasoline,V6 Cylinder Engine,16831,Dealer
2021,Ridgeline Sport,"$34,950 ",Black,AWD,Gasoline,V6 Cylinder Engine,16844,Dealer
2021,Pilot Elite,"$36,800 ",Blue,AWD,Gasoline,V6 Cylinder Engine,38962,Dealer
2021,Ridgeline Sport,"$37,880 ",White,AWD,Gasoline,V6 Cylinder Engine,13403,Dealer
2022,Pilot Special Edition,"$44,205 ",Black,AWD,Gasoline,V6 Cylinder Engine,6,Dealer
2022,Passport EX-L,"$40,995 ",Black,AWD,Gasoline,V6 Cylinder Engine,0,Dealer
2022,Pilot TrailSport,"$46,104 ",Black,AWD,Gasoline,V6 Cylinder Engine,6,Dealer
2022,Pilot TrailSport,"$46,104 ",Black,AWD,Gasoline,V6 Cylinder Engine,8,Dealer
2022,Pilot Special Edition,"$38,990 ",Black,AWD,Gasoline,V6 Cylinder Engine,5076,Dealer
2022,Pilot Special Edition,"$44,204 ",Black,AWD,Gasoline,V6 Cylinder Engine,6,Dealer
2022,Ridgeline Black,"$46,295 ",Blue,AWD,Gasoline,V6 Cylinder Engine,3097,Dealer
2022,Passport Elite,"$41,998 ",Blue,AWD,Gasoline,V6 Cylinder Engine,6323,Dealer
2022,Passport Elite,"$47,620 ",Red,AWD,Gasoline,V6 Cylinder Engine,169,Dealer
2022,Pilot Sport,"$39,995 ",Silver,AWD,Gasoline,V6 Cylinder Engine,2,Dealer
2022,Pilot Special Edition,"$44,205 ",Silver,AWD,Gasoline,V6 Cylinder Engine,5,Dealer
2022,Pilot Special Edition,"$44,205 ",Silver,AWD,Gasoline,V6 Cylinder Engine,5,Dealer
2022,Pilot Special Edition,"$44,204 ",Silver,AWD,Gasoline,V6 Cylinder Engine,2,Dealer
2022,Pilot Elite,"$51,664 ",Silver,AWD,Gasoline,V6 Cylinder Engine,4,Dealer
2022,Pilot TrailSport,"$46,500 ",Silver,AWD,Gasoline,V6 Cylinder Engine,12,Dealer
2022,Pilot Special Edition,"$44,600 ",Silver,AWD,Gasoline,V6 Cylinder Engine,21,Dealer
2022,Pilot Sport,"$41,770 ",White,AWD,Gasoline,V6 Cylinder Engine,7,Dealer
2022,Pilot EX-L,"$43,195 ",White,AWD,Gasoline,V6 Cylinder Engine,0,Dealer
2022,Pilot TrailSport,"$46,500 ",White,AWD,Gasoline,V6 Cylinder Engine,7,Dealer
2022,Pilot Touring 8-Passenger,"$48,859 ",White,AWD,Gasoline,V6 Cylinder Engine,4,Dealer
2022,Pilot Sport,"$41,770 ",White,AWD,Gasoline,V6 Cylinder Engine,5,Dealer
2022,Pilot Special Edition,"$44,600 ",White,AWD,Gasoline,V6 Cylinder Engine,7,Dealer
2022,Pilot Sport,"$41,770 ",White,AWD,Gasoline,V6 Cylinder Engine,2,Dealer
2022,Pilot Sport,"$41,770 ",White,AWD,Gasoline,V6 Cylinder Engine,7,Dealer
2022,Pilot Sport,"$41,769 ",White,AWD,Gasoline,V6 Cylinder Engine,5,Dealer
2022,Pilot Special Edition,"$44,600 ",White,AWD,Gasoline,V6 Cylinder Engine,5,Dealer
2022,Pilot Sport,"$41,769 ",White,AWD,Gasoline,V6 Cylinder Engine,6,Dealer
2022,Pilot Sport,"$41,770 ",White,AWD,Gasoline,V6 Cylinder Engine,15,Dealer
2022,Pilot TrailSport,"$46,500 ",White,AWD,Gasoline,V6 Cylinder Engine,2,Dealer
2022,Pilot Touring 8-Passenger,"$38,995 ",White,AWD,Gasoline,V6 Cylinder Engine,39997,Dealer
2022,Pilot Special Edition,"$50,595 ",White,AWD,Gasoline,V6 Cylinder Engine,457,Dealer
2022,Pilot Touring 8-Passenger,"$48,860 ",White,AWD,Gasoline,V6 Cylinder Engine,2,Dealer
2023,Pilot Touring 8-Passenger,"$49,895 ",Black,AWD,Gasoline,V6 Cylinder Engine,0,Dealer
2023,Ridgeline RTL,"$43,075 ",Black,AWD,Gasoline,V6 Cylinder Engine,5,Dealer
2023,Pilot Touring 8-Passenger,"$50,350 ",Red,AWD,Gasoline,V6 Cylinder Engine,6,Dealer
2023,Passport EX-L,"$42,790 ",Red,AWD,Gasoline,V6 Cylinder Engine,5,Dealer
2023,Ridgeline RTL,"$43,530 ",Silver,AWD,Gasoline,V6 Cylinder Engine,6,Dealer
2023,Pilot Sport,"$42,595 ",Silver,AWD,Gasoline,V6 Cylinder Engine,1,Dealer
2023,Pilot EX-L 8-Passenger,"$45,395 ",Silver,AWD,Gasoline,V6 Cylinder Engine,21,Dealer
2023,Ridgeline RTL,"$43,075 ",Silver,AWD,Gasoline,V6 Cylinder Engine,0,Dealer
2023,Pilot Touring 8-Passenger,"$49,845 ",Silver,AWD,Gasoline,V6 Cylinder Engine,10,Dealer
2023,Pilot TrailSport,"$51,845 ",Silver,AWD,Gasoline,V6 Cylinder Engine,0,Dealer
2023,Pilot TrailSport,"$51,735 ",Silver,AWD,Gasoline,V6 Cylinder Engine,2,Dealer
2023,Ridgeline RTL-E,"$46,419 ",Silver,AWD,Gasoline,V6 Cylinder Engine,3,Dealer
2023,Ridgeline Black,"$53,915 ",Silver,AWD,Gasoline,V6 Cylinder Engine,4,Dealer
2023,Pilot Touring 8-Passenger,"$50,350 ",White,AWD,Gasoline,V6 Cylinder Engine,5,Dealer
2023,Ridgeline RTL-E,"$45,595 ",White,AWD,Gasoline,V6 Cylinder Engine,4,Dealer
2023,Pilot Elite,"$53,720 ",White,AWD,Gasoline,V6 Cylinder Engine,1,Dealer
2023,Pilot Touring 8-Passenger,"$50,350 ",White,AWD,Gasoline,V6 Cylinder Engine,1,Dealer
2007,Ridgeline RT,"$6,195 ",Red,4WD,Gasoline,V6 Cylinder Engine,198863,Dealer
2013,Ridgeline RTL,"$18,995 ",Red,4WD,Gasoline,V6 Cylinder Engine,66120,Dealer
2008,Accord EX-L,"$10,990 ",White,FWD,Gasoline,V6 Cylinder Engine,109692,Dealer
2009,Odyssey EX-L,"$6,995 ",Silver,FWD,Gasoline,V6 Cylinder Engine,166810,Dealer
2013,Odyssey EX,"$13,995 ",Red,FWD,Gasoline,V6 Cylinder Engine,117837,Dealer
2014,Odyssey EX-L,"$19,480 ",Silver,FWD,Gasoline,V6 Cylinder Engine,77629,Dealer
2016,Pilot EX,"$14,950 ",Red,FWD,Gasoline,V6 Cylinder Engine,147498,Dealer
2016,Odyssey SE,"$21,999 ",Silver,FWD,Gasoline,V6 Cylinder Engine,65000,Dealer
2017,Odyssey SE,"$21,763 ",Silver,FWD,Gasoline,V6 Cylinder Engine,93134,Dealer
2019,Odyssey EX-L,"$33,250 ",Blue,FWD,Gasoline,V6 Cylinder Engine,31643,Dealer
2019,Odyssey LX,"$20,849 ",Blue,FWD,Gasoline,V6 Cylinder Engine,123566,Dealer
2019,Odyssey Touring,"$35,045 ",Silver,FWD,Gasoline,V6 Cylinder Engine,46336,Dealer
2019,Passport Touring,"$33,495 ",Silver,FWD,Gasoline,V6 Cylinder Engine,18550,Dealer
2020,Passport Sport,"$29,788 ",Black,FWD,Gasoline,V6 Cylinder Engine,15046,Dealer
2020,Odyssey EX-L,"$35,000 ",Blue,FWD,Gasoline,V6 Cylinder Engine,45669,Dealer
2020,Odyssey EX-L,"$29,588 ",Blue,FWD,Gasoline,V6 Cylinder Engine,54555,Dealer
2020,Odyssey Elite,"$41,235 ",Blue,FWD,Gasoline,V6 Cylinder Engine,23245,Dealer
2020,Pilot LX,"$30,890 ",Silver,FWD,Gasoline,V6 Cylinder Engine,48259,Dealer
2020,Odyssey EX-L,"$30,562 ",White,FWD,Gasoline,V6 Cylinder Engine,79344,Dealer
2020,Passport Touring,"$32,558 ",White,FWD,Gasoline,V6 Cylinder Engine,39409,Dealer
2021,Pilot Special Edition,"$22,222 ",Black,FWD,Gasoline,V6 Cylinder Engine,157636,Dealer
2021,Pilot EX-L,"$38,990 ",Black,FWD,Gasoline,V6 Cylinder Engine,45949,Dealer
2021,Passport EX-L,"$33,000 ",Blue,FWD,Gasoline,V6 Cylinder Engine,17025,Dealer
2021,Pilot Special Edition,"$35,835 ",Silver,FWD,Gasoline,V6 Cylinder Engine,15651,Dealer
2022,Odyssey Touring,"$40,950 ",Black,FWD,Gasoline,V6 Cylinder Engine,26011,Dealer
2022,Pilot Touring 8-Passenger,"$46,465 ",Silver,FWD,Gasoline,V6 Cylinder Engine,5,Dealer
2022,Pilot EX-L,"$41,604 ",Silver,FWD,Gasoline,V6 Cylinder Engine,0,Dealer
2022,Pilot Touring 8-Passenger,"$45,895 ",Silver,FWD,Gasoline,V6 Cylinder Engine,0,Dealer
2022,Pilot EX-L,"$47,995 ",White,FWD,Gasoline,V6 Cylinder Engine,5,Dealer
2022,Pilot EX-L,"$42,000 ",White,FWD,Gasoline,V6 Cylinder Engine,3,Dealer
2022,Pilot EX-L,"$42,000 ",White,FWD,Gasoline,V6 Cylinder Engine,5,Dealer
2023,Odyssey Elite,"$50,765 ",Blue,FWD,Gasoline,V6 Cylinder Engine,0,Dealer
2023,Odyssey EX-L,"$41,905 ",Blue,FWD,Gasoline,V6 Cylinder Engine,0,Dealer
2023,Odyssey Touring,"$46,139 ",Red,FWD,Gasoline,V6 Cylinder Engine,2,Dealer
2023,Odyssey Elite,"$50,764 ",Silver,FWD,Gasoline,V6 Cylinder Engine,0,Dealer
2023,Odyssey Elite,"$50,915 ",Silver,FWD,Gasoline,V6 Cylinder Engine,3,Dealer
2023,Odyssey Sport,"$43,050 ",Silver,FWD,Gasoline,V6 Cylinder Engine,0,Dealer
2023,Odyssey Sport,"$43,050 ",White,FWD,Gasoline,V6 Cylinder Engine,0,Dealer
2023,Odyssey EX-L,"$42,360 ",White,FWD,Gasoline,V6 Cylinder Engine,0,Dealer
2023,Odyssey Touring,"$46,400 ",White,FWD,Gasoline,V6 Cylinder Engine,5,Dealer
2018,Clarity Plug-In Hybrid Base,"$25,555 ",Black,FWD,Hybrid,1.5L Hybrid,33638,Dealer
2018,Clarity Plug-In Hybrid Base,"$26,889 ",Black,FWD,Hybrid,1.5L Hybrid,41913,Dealer
2018,Clarity Plug-In Hybrid Base,"$28,375 ",Black,FWD,Hybrid,1.5L Hybrid,27132,Dealer
2018,Clarity Plug-In Hybrid Touring,"$25,994 ",Black,FWD,Hybrid,1.5L Hybrid,39267,Dealer
2018,Clarity Plug-In Hybrid Touring,"$20,540 ",Black,FWD,Hybrid,1.5L Hybrid,75291,Dealer
2018,Clarity Plug-In Hybrid Base,"$21,729 ",Black,FWD,Hybrid,1.5L Hybrid,81897,Dealer
2018,Clarity Plug-In Hybrid Touring,"$19,730 ",Black,FWD,Hybrid,1.5L Hybrid,95441,Dealer
2018,Clarity Plug-In Hybrid Touring,"$26,995 ",Blue,FWD,Hybrid,1.5L Hybrid,43116,Dealer
2018,Clarity Plug-In Hybrid Touring,"$19,500 ",Green,FWD,Hybrid,1.5L Hybrid,118110,Dealer
2018,Clarity Plug-In Hybrid Touring,"$19,997 ",Silver,FWD,Hybrid,1.5L Hybrid,78977,Dealer
2018,Clarity Plug-In Hybrid Touring,"$24,990 ",Silver,FWD,Hybrid,1.5L Hybrid,56576,Individual
2018,Clarity Plug-In Hybrid Touring,"$23,999 ",Silver,FWD,Hybrid,1.5L Hybrid,55217,Individual
2018,Clarity Plug-In Hybrid Touring,"$25,990 ",Silver,FWD,Hybrid,1.5L Hybrid,37921,Individual
2018,Clarity Plug-In Hybrid Touring,"$21,877 ",Silver,FWD,Hybrid,1.5L Hybrid,63290,Dealer
2018,Clarity Plug-In Hybrid Base,"$22,928 ",Silver,FWD,Hybrid,1.5L Hybrid,62679,Dealer
2018,Clarity Plug-In Hybrid Base,"$24,499 ",Silver,FWD,Hybrid,1.5L Hybrid,38111,Dealer
2018,Clarity Plug-In Hybrid Touring,"$23,495 ",White,FWD,Hybrid,1.5L Hybrid,45515,Dealer
2018,Clarity Plug-In Hybrid Touring,"$23,485 ",White,FWD,Hybrid,1.5L Hybrid,31902,Dealer
2018,Clarity Plug-In Hybrid Base,"$21,390 ",White,FWD,Hybrid,1.5L Hybrid,80800,Dealer
2019,Insight Touring,"$27,277 ",Black,FWD,Hybrid,1.5L Hybrid,16793,Dealer
2019,Insight LX,"$16,979 ",Black,FWD,Hybrid,1.5L Hybrid,133972,Dealer
2019,Insight EX,"$21,000 ",Black,FWD,Hybrid,1.5L Hybrid,44537,Dealer
2019,Insight LX,"$20,498 ",Black,FWD,Hybrid,1.5L Hybrid,25451,Dealer
2019,Insight EX,"$19,750 ",Black,FWD,Hybrid,1.5L Hybrid,74480,Dealer
2019,Insight Touring,"$26,995 ",Blue,FWD,Hybrid,1.5L Hybrid,27514,Dealer
2019,Insight Touring,"$23,600 ",Blue,FWD,Hybrid,1.5L Hybrid,48667,Dealer
2019,Insight Touring,"$23,492 ",Blue,FWD,Hybrid,1.5L Hybrid,74011,Dealer
2019,Insight EX,"$17,591 ",Red,FWD,Hybrid,1.5L Hybrid,67430,Dealer
2019,Insight EX,"$24,995 ",Silver,FWD,Hybrid,1.5L Hybrid,27122,Dealer
2019,Insight Touring,"$26,998 ",Silver,FWD,Hybrid,1.5L Hybrid,30333,Dealer
2019,Insight EX,"$21,639 ",Silver,FWD,Hybrid,1.5L Hybrid,51106,Dealer
2019,Insight Touring,"$22,900 ",Silver,FWD,Hybrid,1.5L Hybrid,78848,Dealer
2019,Insight EX,"$18,753 ",Silver,FWD,Hybrid,1.5L Hybrid,90354,Dealer
2019,Insight Touring,"$25,889 ",Silver,FWD,Hybrid,1.5L Hybrid,57918,Dealer
2019,Insight LX,"$20,897 ",Silver,FWD,Hybrid,1.5L Hybrid,58783,Dealer
2019,Insight Touring,"$20,778 ",Silver,FWD,Hybrid,1.5L Hybrid,95245,Dealer
2019,Insight Touring,"$25,998 ",Silver,FWD,Hybrid,1.5L Hybrid,63112,Dealer
2019,Insight EX,"$21,876 ",Silver,FWD,Hybrid,1.5L Hybrid,43257,Dealer
2019,Clarity Plug-In Hybrid Touring,"$26,333 ",Silver,FWD,Hybrid,1.5L Hybrid,54910,Dealer
2019,Insight Touring,"$21,995 ",White,FWD,Hybrid,1.5L Hybrid,79086,Dealer
2019,Clarity Plug-In Hybrid Base,"$26,187 ",White,FWD,Hybrid,1.5L Hybrid,27985,Dealer
2019,Insight Touring,"$21,990 ",White,FWD,Hybrid,1.5L Hybrid,55645,Dealer
2019,Insight EX,"$25,854 ",White,FWD,Hybrid,1.5L Hybrid,17144,Dealer
2019,Insight LX,"$20,999 ",White,FWD,Hybrid,1.5L Hybrid,59888,Dealer
2019,Insight Touring,"$26,998 ",White,FWD,Hybrid,1.5L Hybrid,45748,Dealer
2019,Insight EX,"$20,701 ",White,FWD,Hybrid,1.5L Hybrid,91924,Dealer
2019,Insight EX,"$21,514 ",White,FWD,Hybrid,1.5L Hybrid,63921,Dealer
2019,Insight EX,"$19,863 ",White,FWD,Hybrid,1.5L Hybrid,68924,Dealer
2019,Insight Touring,"$26,699 ",White,FWD,Hybrid,1.5L Hybrid,25440,Dealer
2019,Insight Touring,"$21,599 ",White,FWD,Hybrid,1.5L Hybrid,77000,Individual
2019,Insight Touring,"$23,461 ",White,FWD,Hybrid,1.5L Hybrid,55320,Dealer
2020,Insight EX,"$26,596 ",Black,FWD,Hybrid,1.5L Hybrid,20220,Dealer
2020,Insight Touring,"$27,465 ",Black,FWD,Hybrid,1.5L Hybrid,51760,Dealer
2020,Insight EX,"$25,966 ",Blue,FWD,Hybrid,1.5L Hybrid,30837,Dealer
2020,Insight Touring,"$19,999 ",Blue,FWD,Hybrid,1.5L Hybrid,95698,Dealer
2020,Insight Touring,"$25,329 ",Silver,FWD,Hybrid,1.5L Hybrid,52170,Dealer
2020,Insight EX,"$19,224 ",Silver,FWD,Hybrid,1.5L Hybrid,114858,Dealer
2020,Insight EX,"$23,999 ",Silver,FWD,Hybrid,1.5L Hybrid,30451,Dealer
2020,Insight EX,"$21,995 ",White,FWD,Hybrid,1.5L Hybrid,49005,Dealer
2020,Insight EX,"$25,929 ",White,FWD,Hybrid,1.5L Hybrid,25346,Dealer
2020,Insight Touring,"$24,000 ",White,FWD,Hybrid,1.5L Hybrid,29604,Dealer
2021,Clarity Plug-In Hybrid Base,"$28,500 ",Black,FWD,Hybrid,1.5L Hybrid,32747,Dealer
2021,Insight Touring,"$31,996 ",Silver,FWD,Hybrid,1.5L Hybrid,8706,Dealer
2021,Insight EX,"$24,995 ",Silver,FWD,Hybrid,1.5L Hybrid,33623,Dealer
2021,Insight Touring,"$26,506 ",Silver,FWD,Hybrid,1.5L Hybrid,41512,Dealer
2021,Insight EX,"$25,991 ",Silver,FWD,Hybrid,1.5L Hybrid,18516,Dealer
2021,Insight Touring,"$29,347 ",Silver,FWD,Hybrid,1.5L Hybrid,31165,Dealer
2021,Clarity Plug-In Hybrid Base,"$25,995 ",Silver,FWD,Hybrid,1.5L Hybrid,25705,Dealer
2021,Insight EX,"$25,463 ",Silver,FWD,Hybrid,1.5L Hybrid,10648,Dealer
2021,Clarity Plug-In Hybrid Base,"$27,140 ",White,FWD,Hybrid,1.5L Hybrid,64273,Dealer
2021,Clarity Plug-In Hybrid Base,"$27,458 ",White,FWD,Hybrid,1.5L Hybrid,27113,Dealer
2021,Insight Touring,"$27,877 ",White,FWD,Hybrid,1.5L Hybrid,32806,Dealer
2021,Insight Touring,"$29,588 ",White,FWD,Hybrid,1.5L Hybrid,30812,Dealer
2021,Insight Touring,"$24,973 ",White,FWD,Hybrid,1.5L Hybrid,52936,Dealer
2021,Insight Touring,"$28,399 ",White,FWD,Hybrid,1.5L Hybrid,34529,Dealer
2021,Insight Touring,"$31,477 ",White,FWD,Hybrid,1.5L Hybrid,30228,Dealer
2021,Clarity Plug-In Hybrid Base,"$27,900 ",White,FWD,Hybrid,1.5L Hybrid,17484,Dealer
2021,Insight Touring,"$31,995 ",White,FWD,Hybrid,1.5L Hybrid,19854,Dealer
2021,Clarity Plug-In Hybrid Base,"$22,648 ",White,FWD,Hybrid,1.5L Hybrid,98795,Dealer
2021,Insight Touring,"$34,998 ",White,FWD,Hybrid,1.5L Hybrid,21011,Dealer
2022,Insight EX,"$27,990 ",Black,FWD,Hybrid,1.5L Hybrid,19973,Dealer
2022,Insight EX,"$27,795 ",Black,FWD,Hybrid,1.5L Hybrid,8794,Dealer
2022,Insight EX,"$27,998 ",Blue,FWD,Hybrid,1.5L Hybrid,6511,Dealer
2022,Insight Touring,"$31,791 ",Red,FWD,Hybrid,1.5L Hybrid,7551,Dealer
2022,Insight Touring,"$34,998 ",Silver,FWD,Hybrid,1.5L Hybrid,7682,Dealer
2022,Insight EX,"$27,925 ",Silver,FWD,Hybrid,1.5L Hybrid,17657,Dealer
2022,Insight EX,"$29,454 ",Silver,FWD,Hybrid,1.5L Hybrid,38386,Dealer
2022,Insight EX,"$30,995 ",Silver,FWD,Hybrid,1.5L Hybrid,3310,Dealer
2022,Insight Touring,"$32,795 ",Silver,FWD,Hybrid,1.5L Hybrid,5527,Dealer
2022,Insight Touring,"$29,911 ",Silver,FWD,Hybrid,1.5L Hybrid,11886,Dealer
2022,Insight EX,"$28,800 ",Silver,FWD,Hybrid,1.5L Hybrid,30218,Dealer
2022,Insight EX,"$31,489 ",Silver,FWD,Hybrid,1.5L Hybrid,16282,Dealer
2022,Insight EX,"$28,500 ",Silver,FWD,Hybrid,1.5L Hybrid,8767,Dealer
2022,Insight EX,"$28,500 ",Silver,FWD,Hybrid,1.5L Hybrid,11414,Dealer
2022,Insight Touring,"$32,988 ",Silver,FWD,Hybrid,1.5L Hybrid,14769,Dealer
2022,Insight Touring,"$33,500 ",Silver,FWD,Hybrid,1.5L Hybrid,21924,Dealer
2022,Insight EX,"$30,946 ",White,FWD,Hybrid,1.5L Hybrid,18361,Dealer
2022,Insight Touring,"$29,980 ",White,FWD,Hybrid,1.5L Hybrid,17069,Dealer
2022,Insight EX,"$27,774 ",White,FWD,Hybrid,1.5L Hybrid,14860,Dealer
2022,Insight EX,"$28,495 ",White,FWD,Hybrid,1.5L Hybrid,33338,Dealer
2022,Insight Touring,"$29,900 ",White,FWD,Hybrid,1.5L Hybrid,18069,Dealer
2022,Insight Touring,"$31,998 ",White,FWD,Hybrid,1.5L Hybrid,21572,Dealer
2022,Insight Touring,"$29,998 ",White,FWD,Hybrid,1.5L Hybrid,18942,Dealer
2011,CR-Z EX,"$10,950 ",Red,FWD,Hybrid,1.5L Hybrid,71299,Dealer
2011,CR-Z EX,"$15,590 ",Silver,FWD,Hybrid,1.5L Hybrid,47048,Individual
2012,CR-Z EX,"$8,995 ",Black,FWD,Hybrid,1.5L Hybrid,115568,Dealer
2012,CR-Z Base,"$8,999 ",Black,FWD,Hybrid,1.5L Hybrid,133795,Dealer
2012,CR-Z Base,"$9,987 ",Blue,FWD,Hybrid,1.5L Hybrid,123340,Dealer
2014,CR-Z Base,"$14,295 ",Blue,FWD,Hybrid,1.5L Hybrid,67211,Dealer
2015,CR-Z EX,"$19,995 ",Black,FWD,Hybrid,1.5L Hybrid,58627,Dealer
2015,CR-Z EX,"$15,983 ",Blue,FWD,Hybrid,1.5L Hybrid,63705,Dealer
2015,CR-Z EX,"$15,990 ",Red,FWD,Hybrid,1.5L Hybrid,101023,Individual
2015,CR-Z EX,"$15,757 ",White,FWD,Hybrid,1.5L Hybrid,68058,Dealer
2015,CR-Z EX,"$18,874 ",White,FWD,Hybrid,1.5L Hybrid,36002,Dealer
2016,CR-Z LX,"$17,996 ",Red,FWD,Hybrid,1.5L Hybrid,83540,Dealer
2015,CR-Z EX,"$19,998 ",Blue,FWD,Hybrid,1.5L Hybrid,41688,Dealer
2012,Civic Hybrid,"$15,998 ",Silver,FWD,Hybrid,1.5L Hybrid,75878,Dealer
2013,Civic Hybrid Base w/Leather (CVT),"$10,456 ",Silver,FWD,Hybrid,1.5L Hybrid,116826,Dealer
2013,Civic Hybrid,"$11,998 ",Silver,FWD,Hybrid,1.5L Hybrid,105301,Dealer
2012,Civic Hybrid,"$7,995 ",Silver,FWD,Hybrid,1.5L Hybrid,147382,Dealer
2016,CR-Z EX-L,"$20,727 ",Silver,FWD,Hybrid,1.5L Hybrid,50027,Dealer
2018,Clarity Plug-In Hybrid Touring,"$24,977 ",Black,FWD,Hybrid,1.5L Hybrid,38698,Dealer
2018,Clarity Plug-In Hybrid Touring,"$21,998 ",Black,FWD,Hybrid,1.5L Hybrid,51860,Dealer
2020,Insight EX,"$23,500 ",Black,FWD,Hybrid,1.5L Hybrid,85552,Dealer
2020,Insight EX,"$23,998 ",White,FWD,Hybrid,1.5L Hybrid,51396,Dealer
2013,CR-Z Base (M6),"$12,599 ",White,FWD,Hybrid,1.5L Hybrid,68265,Dealer
2023,CR-V Hybrid Sport Touring,"$39,845 ",Black,AWD,Hybrid,2.0L Hybrid,1,Dealer
2023,CR-V Hybrid Sport Touring,"$39,845 ",Black,AWD,Hybrid,2.0L Hybrid,2,Dealer
2023,CR-V Hybrid Sport Touring,"$39,845 ",Black,AWD,Hybrid,2.0L Hybrid,158,Dealer
2023,CR-V Hybrid Sport Touring,"$44,845 ",Black,AWD,Hybrid,2.0L Hybrid,–,Dealer
2023,CR-V Hybrid Sport Touring,"$39,845 ",Black,AWD,Hybrid,2.0L Hybrid,2,Dealer
2023,CR-V Hybrid Sport Touring,"$40,395 ",Black,AWD,Hybrid,2.0L Hybrid,5,Dealer
2023,CR-V Hybrid Sport Touring,"$39,845 ",Black,AWD,Hybrid,2.0L Hybrid,–,Dealer
2023,CR-V Hybrid Sport Touring,"$41,688 ",Black,AWD,Hybrid,2.0L Hybrid,5,Dealer
2023,CR-V Hybrid Sport Touring,"$39,845 ",Black,AWD,Hybrid,2.0L Hybrid,3,Dealer
2023,CR-V Hybrid Sport Touring,"$39,845 ",Black,AWD,Hybrid,2.0L Hybrid,0,Dealer
2023,CR-V Hybrid Sport Touring,"$43,095 ",Black,AWD,Hybrid,2.0L Hybrid,9,Dealer
2023,CR-V Hybrid Sport Touring,"$39,845 ",Black,AWD,Hybrid,2.0L Hybrid,104,Dealer
2023,CR-V Hybrid Sport Touring,"$40,395 ",Black,AWD,Hybrid,2.0L Hybrid,3,Dealer
2023,CR-V Hybrid Sport Touring,"$39,845 ",Black,AWD,Hybrid,2.0L Hybrid,8,Dealer
2023,CR-V Hybrid Sport Touring,"$39,845 ",Black,AWD,Hybrid,2.0L Hybrid,5,Dealer
2023,CR-V Hybrid Sport,"$35,745 ",Black,AWD,Hybrid,2.0L Hybrid,3,Dealer
2023,CR-V Hybrid Sport Touring,"$39,845 ",Black,AWD,Hybrid,2.0L Hybrid,5,Dealer
2023,CR-V Hybrid Sport Touring,"$39,845 ",Black,AWD,Hybrid,2.0L Hybrid,8,Dealer
2023,CR-V Hybrid Sport Touring,"$39,845 ",Black,AWD,Hybrid,2.0L Hybrid,3,Dealer
2023,CR-V Hybrid Sport Touring,"$39,845 ",Black,AWD,Hybrid,2.0L Hybrid,5,Dealer
2023,CR-V Hybrid Sport Touring,"$39,845 ",Black,AWD,Hybrid,2.0L Hybrid,0,Dealer
2023,CR-V Hybrid Sport Touring,"$39,845 ",Black,AWD,Hybrid,2.0L Hybrid,3,Dealer
2023,CR-V Hybrid Sport Touring,"$40,850 ",Black,AWD,Hybrid,2.0L Hybrid,–,Dealer
2023,CR-V Hybrid Sport Touring,"$40,988 ",Black,AWD,Hybrid,2.0L Hybrid,5,Dealer
2023,CR-V Hybrid Sport Touring,"$40,240 ",Black,AWD,Hybrid,2.0L Hybrid,4,Dealer
2023,CR-V Hybrid Sport Touring,"$40,240 ",Black,AWD,Hybrid,2.0L Hybrid,10,Dealer
2023,CR-V Hybrid Sport Touring,"$40,240 ",Black,AWD,Hybrid,2.0L Hybrid,–,Dealer
2023,CR-V Hybrid Sport Touring,"$37,750 ",Black,AWD,Hybrid,2.0L Hybrid,4,Dealer
2023,CR-V Hybrid Sport Touring,"$40,240 ",Black,AWD,Hybrid,2.0L Hybrid,5,Dealer
2023,CR-V Hybrid Sport Touring,"$40,240 ",Black,AWD,Hybrid,2.0L Hybrid,2,Dealer
2023,CR-V Hybrid Sport Touring,"$40,200 ",Black,AWD,Hybrid,2.0L Hybrid,3,Dealer
2023,CR-V Hybrid Sport Touring,"$43,780 ",Black,AWD,Hybrid,2.0L Hybrid,0,Dealer
2023,CR-V Hybrid Sport,"$35,641 ",Black,AWD,Hybrid,2.0L Hybrid,12,Dealer
2023,CR-V Hybrid Sport Touring,"$40,240 ",Black,AWD,Hybrid,2.0L Hybrid,5,Dealer
2023,CR-V Hybrid Sport Touring,"$40,240 ",Black,AWD,Hybrid,2.0L Hybrid,4,Dealer
2023,CR-V Hybrid Sport Touring,"$40,240 ",Black,AWD,Hybrid,2.0L Hybrid,15,Dealer
2023,CR-V Hybrid Sport Touring,"$40,240 ",Black,AWD,Hybrid,2.0L Hybrid,8,Dealer
2023,CR-V Hybrid Sport Touring,"$40,850 ",Black,AWD,Hybrid,2.0L Hybrid,3,Dealer
2023,CR-V Hybrid Sport Touring,"$38,215 ",Blue,AWD,Hybrid,2.0L Hybrid,1,Dealer
